,project,run_name,metrics/mmlu/0-shot/InContextLearningMultipleChoiceAccuracy,metrics/mmlu/5-shot/InContextLearningMultipleChoiceAccuracy,metrics/mmlu-pro/0-shot/InContextLearningMultipleChoiceAccuracy,metrics/mmlu-pro/5-shot/InContextLearningMultipleChoiceAccuracy,math/MATH,math/MATH_ru,math/gsm8k,math/gsm8k_ru,code/humaneval/base_pass@1,code/humaneval/plus_pass@1,code/mbpp/base_pass@1,code/mbpp/plus_pass@1,code/lcb/pass@1,code/lcb/pass@10
87,math_annealing_7B_5_3_1,math500_oss_to_prod_textbooks_prepared_mds_4k_annealing_3T_40B,0.6283292770385742,0.6459193825721741,0.3012799322605133,0.3280418813228607,0.3288,0.2982,0.6944655041698257,0.6300227445034117,0.38414634146341464,0.3353658536585366,0.6216931216931217,0.5105820105820106,,
88,math_annealing_7B_5_3_1,megamath-qa_mds_4k_annealing_3T_40B,0.6187152862548828,0.6389403343200684,,0.32504987716674805,0.2964,0.2448,0.6603487490523123,0.6141015921152388,0.35365853658536583,0.3170731707317073,0.6111111111111112,0.5026455026455027,,
89,math_annealing_7B_5_3_1,megamath-text-code-block_mds_4k_annealing_3T_40B,0.6212790012359619,0.6442102193832397,0.3086768686771393,0.33128324151039124,0.3012,0.246,0.6580742987111448,0.5822592873388931,0.39634146341463417,0.3597560975609756,0.6587301587301587,0.5555555555555556,,
90,math_annealing_7B_5_3_1,megamath-translated-code_mds_4k_annealing_3T_40B,0.6216350793838501,0.6390827298164368,0.3031083643436432,0.3252992033958435,0.2552,0.2036,0.6277482941622441,0.558756633813495,0.5426829268292683,0.4817073170731707,0.6878306878306878,0.5925925925925926,,
91,math_annealing_7B_5_3_1,megamath-web-pro_mds_4k_annealing_3T_40B,0.6345250010490417,0.6444950699806213,0.32280585169792175,0.3442486822605133,0.308,0.2488,0.6937073540561031,0.5989385898407885,0.3231707317073171,0.2926829268292683,0.6349206349206349,0.5423280423280423,,
92,math_annealing_7B_5_3_1,megamath-web_mds_4k_annealing_3T_40B,0.6274747252464294,0.6454209089279175,0.31624001264572144,0.340259313583374,0.2664,0.2176,0.6611068991660348,0.5640636846095527,0.34146341463414637,0.2926829268292683,0.6322751322751323,0.5238095238095238,,
93,math_annealing_7B_5_3_1,nemotron_math_mds_4k_annealing_3T_40B,0.6422162055969238,0.6577410697937012,0.32496675848960876,0.36070477962493896,0.326,0.2864,0.7043214556482184,0.5890826383623957,0.3597560975609756,0.31097560975609756,0.656084656084656,0.5343915343915344,,
94,math_annealing_7B_5_3_1,nvidia_OpenMathInstruct_2_mds_4k_annealing_3T_40B,,,,,,,,,,,,,,
95,math_annealing_7B_5_3_1,nvidia_OpenMathReasoning_mds_4k_annealing_3T_40B,0.6140151023864746,0.646916389465332,0.3191489279270172,0.3342752754688263,0.3502,0.3072,0.6846095526914329,0.5708870356330553,0.3902439024390244,0.3597560975609756,0.6164021164021164,0.5158730158730159,,
96,math_annealing_7B_5_3_1,open_web_math_mds_4k_annealing_3T_40B,,,,,,,,,,,,,,
97,math_annealing_7B_5_3_1,rnd_math500_oss_Setapp1_mds_4k_annealing_3T_40B,0.6202107667922974,0.646916389465332,0.314660906791687,0.3241356313228607,0.3642,0.3082,0.7217589082638363,0.6391205458680819,0.32926829268292684,0.2926829268292683,0.6058201058201058,0.5105820105820106,,
98,math_annealing_7B_5_3_1,rnd_math500_oss_Setapp2_mds_4k_annealing_3T_40B,,,0.3101728856563568,0.3297041356563568,0.3552,0.2934,0.7740712661106899,0.645185746777862,0.3597560975609756,0.3048780487804878,0.6243386243386243,0.5105820105820106,,
99,math_annealing_7B_5_3_1,rnd_math500_oss_Setapp3_mds_4k_annealing_3T_40B,0.6264777183532715,,0.31457778811454773,0.32729387283325195,0.3552,0.3084,0.7983320697498104,0.645185746777862,0.39634146341463417,0.32926829268292684,0.6613756613756614,0.5476190476190477,,
100,math_annealing_7B_5_3_1,EssentialAI_Taxonomy_Top_Math_DCLM_tokenized_mds_annealing_3T_40B,0.6115225553512573,0.6390827298164368,0.3075964152812958,0.32405251264572144,,,,,,,,,,
101,math_annealing_7B_5_3_1,EssentialAI_Taxonomy_Top_Math_tokenized_mds_annealing_3T_40B,0.6185016632080078,0.6442102193832397,0.30668216943740845,0.332446813583374,,,,,,,,,,
